genus,count
Oleolophozia,1
Synoum,1
Sphalmium,1
Symphionema,1
Octoblepharum,17
Circulifolium,2
Neckeropsis,23
Taiwanobryum,9
Touwia,3
Frahmiella,1
Pinnatella,15
Myriocoleopsis,4
Neckera,39
Schistidium,151
Cololejeunea,420
Cordisepalum,2
Parapachygone,1
Pavieasia,3
Thysananthus,30
Cuspidatula,8
Syzygiella,37
Donrichardsia,4
Hedenaesia,2
Oxyrrhynchium,24
Rhynchostegium,142
Harmsiodoxa,3
Heldreichia,1
Irenepharsus,3
Lachnocapsa,1
Lyrocarpa,3
Microlepidium,2
Noccidium,2
Otocarpus,1
Physoptychis,2
Rytidocarpus,1
Spryginia,5
Thlaspiceras,11
Henophyton,2
Sarcodraba,4
Kotschyella,2
Kremeriella,1
Micrantha,1
Muricaria,1
Pterygostemon,1
Hemilophia,5
Pycnoplinthus,2
Phyllolepidum,2
Pseudosempervivum,3
Lepidostemon,6
Scambopus,1
Veselskya,1
Pachymitus,1
Petiniotia,1
Masmenia,1
Pseudocamelina,8
Camptochaete,13
Chaetomitrium,67
Phyllodon,13
Trichosteleum,116
Gymnomitrion,41
Entosthodon,96
Astrolepis,8
Peltariopsis,3
Sinapidendron,5
Rhodosphaera,1
Pseudiosma,1
Wijkia,44
Grimmia,108
Symplectochilus,2
Schuurmansiella,1
Indosinia,1
Hypselandra,1
Miyabea,4
Hallianthus,1
Rhinephyllum,12
Prepodesma,1
Indotristicha,1
Pohliella,2
Metarungia,1
Upuna,1
Vateriopsis,1
Fossombronia,99
Xantheranthemum,1
Muiriantha,1
Eupodium,4
Muellerolimon,1
Miqueliopuntia,1
Sigmatanthus,1
Calciphilopteris,4
Nothotalisia,3
Pamburus,1
Hellenocarum,3
Kafirnigania,1
Karnataka,1
Flatbergium,2
Ambuchanania,1
Indopottia,2
Guerramontesia,1
Schistochila,90
Pinda,2
Postiella,1
Scrithacola,1
Todaroa,1
Phlegmariurus,308
Weberbauerocereus,9
Philibertia,43
Lejeunea,407
Stenogrammitis,26
Sphaerotheciella,7
Barbellopsis,3
Orthostichopsis,14
Pireella,15
Porotrichum,44
Brymela,14
Callicostella,84
Cyclodictyon,83
Lepidopilum,53
Stenodictyon,4
Thamniopsis,25
Trachyxiphium,9
Homaliodendron,18
Lobatiriccardia,8
Gertrudiella,17
Pelekium,33
Dicranella,148
Coscinodon,12
Hypagophytum,1
Bazzania,256
Decalobanthus,18
Nephrophyllum,1
Neuropeltopsis,1
Remirema,1
Trungboa,1
Pylaisia,22
Riccardia,260
Shiuyinghua,1
Coulteria,11
Anogramma,3
Erythrophyllopsis,3
Boyania,2
Oncaglossum,1
Bellucia,22
Bucklandiella,66
Cheilolejeunea,180
Dendroceros,38
Leptolejeunea,53
Stylisma,6
Phaeomegaceros,7
Frullania,592
Plagiochila,627
Monochaetum,54
Ascogrammitis,18
Metzgeria,103
Ceratolejeunea,50
Harpalejeunea,27
Philonotis,141
Hainanecio,1
Forsstroemia,20
Leptodon,6
Exsertotheca,3
Alleniella,15
Thamnomalia,2
Echinodiopsis,2
Trismegistia,8
Stutzia,1
Inkaliabum,1
Brachythecium,155
Brachytheciastrum,15
Orthotrichum,112
Lindbergia,18
Dicranum,94
Ditrichopsis,5
Graffenrieda,66
Xerosicyos,6
Campylopus,184
Tina,19
Ornduffia,7
Leiocarpaea,1
Schrenkiella,1
Solms-laubachia,34
Mielichhoferia,53
Isoetes,238
Noveloa,2
Capuronia,1
Lamellocolea,2
Yunnanobryon,1
Dendroligotrichum,3
Colura,86
Lophozia,29
Pseudocrossidium,20
Kuerschneria,1
Symphyogyna,38
Alansmia,24
Ladakiella,1
Dimorphocladon,2
Pseudodraba,1
Salta,1
Magoniella,3
Hebecarpa,19
Rhinotropis,17
Smithicodonia,1
Loeseliastrum,4
Anisocampium,5
Phravenia,1
Sphagnum,289
Picobryum,1
Clevea,5
Falcataria,3
Cystocarpium,1
Phemeranthus,19
Colobodontium,2
Gollania,22
Roellobryon,1
Notothamia,1
Hymenostylium,16
Ulota,59
Toloxis,4
Syntrichia,100
Leitneria,2
Folioceros,19
Duma,3
Endogemma,1
Ancistrotropis,6
Cochliasanthus,1
Helicotropis,3
Leptospron,2
Sigmoidotropis,9
Euodia,7
Euptychium,7
Dermatophyllum,6
Allocephalus,1
Metalejeunea,3
Calyptrochaeta,28
Crossidium,14
Vesicularia,118
Microlejeunea,51
Trichocolea,12
Piptatheropsis,5
Nogopterium,3
Autana,1
Quechua,1
Mayariochloa,1
Lorenzia,1
Isocladiellopsis,2
Clastobryum,10
Trichanthecium,39
Herbertus,40
Breutelia,88
Onychium,12
Oloptum,2
Aulacomnium,6
Pedersenia,3
Weissia,83
Platydictya,5
Arboa,4
Mirandea,6
Psilanthele,1
Streblacanthus,3
Tabascina,1
Trichosanchezia,1
Tessmanniacanthus,1
Zygoruellia,1
Lasiocladus,4
Pericalypta,1
Podorungia,5
Pseudodicliptera,4
Mexacanthus,1
Ruelliopsis,1
Ruttya,6
Camarotea,1
Melittacanthus,1
Saintpauliopsis,1
Trichaulax,1
Vindasia,1
Ritonia,3
Leandriella,2
Sphacanthus,2
Populina,2
Pyxidanthera,2
Henonia,1
Lagrezia,9
Lithophila,1
Tidestromia,6
Telanthera,1
Sericocoma,3
Pleuropterantha,1
Neocentema,1
Sericocomopsis,2
Volkensinia,1
Irenella,1
Philoxerus,1
Lebetanthus,1
Oreanthes,7
Oxydendrum,1
Periclesia,1
Xylococcus,1
Ornithostaphylos,1
Zenobia,1
Polyclita,1
Utleya,1
Protorhus,3
Haplorhus,1
Schinopsis,7
Arapatiella,1
Brachycylix,1
Candolleodendron,1
Harpephyllum,1
Loxostylis,1
Laurophyllus,1
Smodingium,1
Heeria,1
Steinbachiella,1
Myracrodruon,2
Nothospondias,1
Malosma,1
Pegia,2
Pickeringia,1
Pityrocarpa,7
Brodriguesia,1
Harleyodendron,1
Bracteolaria,1
Glycyrrhizopsis,2
Colophospermum,1
Paramacrolobium,1
Leonardoxa,2
Tournaya,1
Parryella,1
Calliandropsis,1
Orphanodendron,2
Kanaloa,1
Tisonia,14
Tetrathylacium,2
Macrohasseltia,1
Pleuranthodendron,1
Neopringlea,2
Kiggelaria,1
Pseudoscolopia,1
Trimeria,2
Piparea,2
Peterodendron,1
Hecatostemon,1
Ophiobotrys,1
Streptothamnus,1
Whittonia,1
Lehmanniella,2
Obolaria,1
Tachiadenus,11
Ornichia,3
Zygostigma,1
Pterygocalyx,1
Latouchea,1
Megacodon,3
Veratrilla,2
Lomatogoniopsis,3
Purdieanthus,1
Rhynchotheca,1
Mitraria,1
Neomortonia,1
Reldia,6
Rufodorsia,4
Sarmienta,1
Titanotrichum,1
Proserpinaca,3
Parrotiopsis,1
Sinowilsonia,1
Sycopsis,2
Loropetalum,4
Rhodoleia,6
Mytilaria,1
Helictonema,1
Tridimeris,10
Ruizodendron,1
Pseudartabotrys,1
Toussaintia,4
Lettowianthus,1
Mkilua,1
Ophrypetalum,1
Phoenicanthus,2
Pholistoma,3
Tricardia,1
Oecopetalum,2
Platycarya,2
Orthopterygium,1
Podistera,4
Shoshonea,1
Tamamschjania,1
Klotzschia,3
Harbouria,1
Limnosciadium,1
Neoparrya,1
Oreonana,3
Perideridia,13
Polytaenia,3
Taenidia,2
Thaspium,4
Trepocarpus,1
Paraselinum,1
Mediasia,1
Pilopleura,2
Pterygopleurum,1
Tongoloa,18
Phlyctidocarpa,1
Marlothiella,1
Stenosemis,2
Choritaenia,1
Rhysopterus,1
Phellolophium,2
Crithmum,1
Ladyginia,3
Libanotis,3
Lipskya,1
Paraligusticum,1
Parasilaus,2
Schtschurowskia,2
Sphaenolobium,3
Spuriopimpinella,5
Stenocoelium,4
Lomatocarpa,4
Sphaerosciadium,1
Vvedenskya,1
Neogoezia,5
Pseudocarum,2
Rupiphila,1
Harrysmithia,2
Nothosmyrnium,2
Pachypleurum,2
Pterocyclus,5
Sinolimprichtia,1
Koeberlinia,2
Phyllostemonodaphne,1
Sassafras,3
Umbellularia,1
Hypodaphnis,1
Potoxylon,1
Parasassafras,1
Syndiclis,10
Paraia,1
Pholisma,3
Kissenia,2
Petalonyx,4
Schismocarpus,2
Peltanthera,1
Socratina,3
Septulina,2
Ligaria,2
Oncella,4
Spragueanella,2
Oedina,4
Oliverella,3
Pedistylis,1
Vanwykia,2
Pemphis,1
Woodfordia,2
Physocalymma,1
Lourtella,1
Koehneria,1
Mcvaughia,3
Ptilochaeta,3
Philgamia,4
Rhynchophora,2
Kydia,2
Phragmocarpidium,1
Horsfordia,4
Meximalva,2
Napaea,1
Urocarpidium,1
Helicteropsis,1
Modiolastrum,5
Krapovickasia,4
Tetrasida,4
Rhynchosida,2
Nemopanthus,2
Medusandra,2
Acanthella,3
Aciotis,17
Brachyotum,55
Bucquetia,3
Centradenia,5
Desmoscelis,2
Macairea,24
Nepsera,1
Opisthocentra,1
Pilocosta,5
Schwackaea,1
Triolena,27
Centradeniastrum,2
Centronia,6
Huberia,37
Pachyloma,4
Tessmannianthus,7
Bisglaziovia,1
Rousseauxia,13
Dionycha,3
Amphorocalyx,5
Monolena,16
Dicellandra,3
Dinophora,1
Guyonia,13
Heterotis,6
Preussiella,2
Spathandra,1
Votomita,10
Sandemania,1
Neblinanthera,1
Tateanthus,1
Phainantha,5
Dionychastrum,1
Comoliopsis,3
Allomaieta,10
Kirkbridea,2
Stanmarkia,2
Castratella,2
Barthea,1
Bredia,23
Cyphotheca,1
Plagiopetalum,3
Scorpiothyrsus,3
Styrophyton,1
Tigridiopalma,3
Soymida,1
Pseudobersama,1
Turraeanthus,3
Neobeguea,3
Malleastrum,25
Sarcolophium,1
Spirospermum,1
Strychnopsis,1
Orthogynium,1
Villarsia,3
Nephrophyllidium,1
Xymalos,1
Kibaropsis,1
Nemuaron,1
Laureliopsis,1
Maillardia,2
Mesogyne,1
Oftia,3
Haematodendron,1
Monoporus,6
Platyspermation,1
Nyctaginia,1
Commicarpus,1
Neeopsis,1
Pisoniella,2
Reichenbachia,1
Victoria,3
Krukoviella,1
Rhytidanthera,2
Tetrastylidium,2
Malania,1
Maburea,1
Hauya,1
Phacellanthus,1
Xylanche,1
Hunnemannia,2
Platystemon,1
Romneya,2
Platystigma,1
Mitostemma,3
Schlechterina,1
Viridivia,1
Holubia,1
Pentaphylax,1
Phaulothamnus,1
Saruma,1
Popoviolimon,1
Plumbagella,1
Vassilczenkoa,1
Diectomis,1
Psammophiliella,2
Langloisia,2
Oxytheca,3
Piaranthus,9
Tridentea,8
Hollisteria,1
Lastarriaea,2
Mucronea,2
Nemacaulis,1
Polygonella,11
Pterostegia,1
Delopyrum,1
Pteropyrum,2
Systenotheca,1
Millspaughia,1
Pherotrichis,4
Rojasia,1
Schistonema,1
Scyphostelma,40
Jasminanthes,6
Kerbera,1
Leichhardtia,87
Parapodium,3
Pervillaea,4
Petalostelma,11
Rhyssolobium,1
Sisyranthus,14
Stenostelma,6
Woodia,3
Zygostelma,1
Ptycanthera,19
Micholitzia,1
Oncinema,1
Luckhoffia,1
Stigmatorhynchus,2
Secamonopsis,2
Stapelianthus,7
Wattakaka,2
Hemidesmus,1
Sacleuxia,2
Sarcorrhiza,1
Lavrania,4
Notechidnopsis,1
Miraglossum,7
Myriopteron,1
Neopaxia,1
Lenzia,1
Talinella,12
Stimpsonia,2
Pomatosace,1
Oreocallis,1
Paranomus,18
Orothamnus,1
Spatalla,20
Malagasia,1
Sleumerodendron,1
Acrostichum,6
Acystopteris,3
Azolla,6
Glaphyropteridopsis,11
Helminthostachys,1
Phanerosorus,2
Phegopteris,6
Pleurosoriopsis,1
Pteridium,5
Lonchitis,2
Actiniopteris,5
Stenochlaena,6
Trachypteris,4
Vittaria,7
Ampelopteris,1
Huperzia,81
Lophosoria,2
Marattia,6
Ananthacorus,1
Hecistopteris,3
Hemidictyum,1
Hemionitis,49
Hypoderris,3
Matteuccia,2
Niphidium,11
Polystichopsis,8
Aspidotis,4
Sphenomeris,3
Bommeria,5
Cochlidium,17
Psilotum,3
Myriopteris,45
Pseudathyrium,1
Struthiopteris,3
Anchistea,1
Todea,2
Cyclosorus,3
Cyclodium,13
Diphasiastrum,26
Lycopodiella,16
Thyrsopteris,1
Maxonia,1
Pterozonium,14
Loxsomopsis,1
Culcita,2
Cheiloplecton,1
Llavea,1
Osmundastrum,1
Scoliosorus,1
Parapolystichum,30
Onocleopsis,1
Olfersia,4
Gleichenella,1
Palhinhaea,27
Pentagramma,6
Dictymia,2
Oreopteris,3
Teratophyllum,13
Salpichlaena,4
Calochlaena,5
Tmesipteris,17
Lecanopteris,24
Thylacopteris,3
Pseudolycopodiella,17
Cystodium,1
Monachosorum,6
Botrypus,1
Enterosora,28
Diphasium,4
Steiropteris,28
Menisorus,5
Terpsichore,16
Austrolycopodium,7
Trichoneuron,1
Brainea,1
Pteridrys,22
Rhachidosorus,8
Phylloglossum,1
Lycopodiastrum,1
Pseudodiphasium,1
Parahemionitis,1
Blechnidium,1
Diploblechnum,6
Lomaphlebia,1
Hemitomes,1
Monotropsis,1
Pityopus,1
Pterospora,1
Sarcodes,1
Thacla,1
Hydrastis,1
Xanthorhiza,1
Leucocoma,2
Kingdonia,1
Metanemone,1
Semiaquilegia,4
Urophysa,2
Noltea,1
Rhynchocalyx,1
Trevoa,4
Macarisia,7
Kandelia,2
Bruguieria,1
Poga,1
Neuradopsis,2
Xerospiraea,1
Leptothyrsa,1
Metrodorea,6
Toxosiphon,4
Phyllosma,2
Macrostylis,10
Pitavia,1
Pentaceras,1
Sheilanthera,1
Orixa,1
Nestronia,1
Pyrularia,2
Rhoiacarpos,1
Nanodea,1
Jodina,1
Osyridicarpos,1
Magonia,1
Schleichera,1
Lophostigma,2
Pentascyphus,1
Porocystis,2
Scyphonychium,1
Tripterodendron,1
Ungnadia,1
Pseudima,2
Hippobromus,1
Pseudopteris,3
Plagioscyphus,10
Macphersonia,6
Omalocarpus,1
Tsingya,1
Stadmania,6
Xanthoceras,1
Otonephelium,1
Handeliodendron,1
Suksdorfia,3
Jamesia,2
Jepsonia,3
Leptarrhena,1
Lepuropetalon,1
Telesonix,2
Whipplea,1
Tanakaea,1
Saxifragodes,1
Tribeles,1
Valdivia,1
Mitellastra,1
Pectiantia,1
Ozomelis,3
Mukdenia,1
Oresitrophe,1
Macranthera,1
Orthocarpus,11
Schwalbea,1
Teedia,2
Keckiella,7
Mimetanthe,1
Mohavea,2
Neogaerrhinum,2
Peliostomum,6
Hemimeris,4
Phygelius,2
Ixianthes,1
Sutera,7
Tetraselago,4
Hyobanche,8
Pseudorontium,1
Howelliella,1
Mabrya,6
Holmgrenanthe,1
Tetraspidium,1
Uroskinnera,4
Leucosalpa,3
Nathaliella,1
Pennellianthus,1
Tozzia,2
Omphalotrix,1
Triphysaria,6
Micrargeriella,1
Scrofella,1
Hemiphragma,1
Lancea,2
Mimulicalyx,2
Monochasma,4
Phtheirospermum,1
Pterygiella,10
Rehmannia,7
Solmsia,2
Recchia,4
Perriera,2
Scybalium,4
Ombrophytum,7
Mystropetalon,1
Sarcophyte,2
Rhopalocnemis,1
Strasburgeria,1
Melliodendron,1
Parastyrax,1
Sinojackia,7
Hydrocera,1
Pelliciera,2
Sladenia,2
Votschia,1
Stephanodaphne,9
Struthiola,31
Lachnaea,40
Ovidia,2
Kelleria,11
Stellera,1
Restella,1
Neotessmannia,1
Vasivaea,2
Pseudocorchorus,6
Humbertiodendron,1
Pteroceltis,1
Hemiptelea,1
Hesperocnide,2
Neraudia,5
Touchardia,2
Triplostegia,1
Noisettia,1
Yua,2
Salvertia,1
Takhtajania,1
Pintoa,1
Porlieria,5
Metharme,1
Plectrocarpa,6
Vancouveria,3
Jeffersonia,1
Plagiorhegma,1
Acaulon,22
Allioniellopsis,1
Andoa,1
Andreaea,87
Barbula,103
Bryoerythrophyllum,31
Bryum,261
Cygnicollum,1
Dendrocryphaea,8
Didymodon,87
Eccremidium,6
Eobruchia,2
Ephemerum,29
Hygrohypnum,7
Hypnum,62
Kindbergia,8
Leucoperichaetium,1
Muscoherzogia,1
Nematocladia,1
Pictus,1
Plagiothecium,70
Pleuridium,28
Pogonatum,57
Pohlia,115
Pottia,10
Pyrrhobryum,9
Rhizomnium,15
Syrrhopodon,114
Trachyloma,7
Orthoamblystegium,1
Plagiomnium,32
Polytrichastrum,10
Streptocalypta,4
Zelometeorium,5
Zygodon,82
Wijkiella,1
Amphidium,11
Ancistrodes,1
Warnstorfia,4
Aloinella,6
Achrophyllum,8
Acroporium,64
Aloina,17
Andreaeobryum,1
Anomodon,7
Aptychella,21
Archidium,36
Astomiopsis,6
Atrichum,18
Barbella,15
Brachymenium,81
Bruchia,20
Bryobrittonia,1
Taxiphyllum,26
Taxitheliella,1
Taxithelium,57
Daltonia,30
Dawsonia,10
Dendroalsia,1
Dendro-hypnum,9
Dendropogonella,1
Palamocladium,5
Palisadula,2
Paludella,1
Papillaria,43
Abietinella,1
Acanthorrhynchium,7
Acidodontium,15
Acrocladium,3
Actinodontium,6
Actinothuidium,1
Adelothecium,1
Aerobryidium,5
Aerobryopsis,18
Aerobryum,2
Aligrimmia,1
Alophosia,1
Amblystegium,13
Amblytropis,2
Anacamptodon,13
Anacolia,4
Tayloria,49
Tetraphidopsis,1
Tetraphis,2
Tetraplodon,7
Tetrapterum,8
Tetrastichium,2
Tetrodontium,3
Thamnium,1
Thamnobryum,27
Thelia,3
Thuidiopsis,4
Thuidium,55
Thysanomitrion,1
Timmia,8
Timmiella,11
Tomentypnum,4
Tortella,49
Parisia,3
Pentastichella,2
Penzigiella,1
Phascum,5
Philophyllum,1
Anisothecium,5
Anoectangium,35
Anomobryum,45
Phyllogonium,3
Physcomitrellopsis,1
Physcomitrium,64
Piloecium,1
Pilopogon,8
Pilosium,1
Pilotrichella,10
Pilotrichidium,2
Pilotrichopsis,3
Plagiobryum,10
Plagiotheciopsis,1
Bartramia,57
Calymperes,47
Calyptothecium,26
Jonesiobryum,4
Trachycarpidium,5
Trachycystis,3
Trachyphyllum,7
Trachypodopsis,5
Trachypus,5
Bartramidula,1
Bartramiopsis,1
Bellibarbula,2
Bescherellia,1
Bestia,1
Bissetia,1
Blindia,20
Boulaya,1
Brachelyma,1
Brachydontium,9
Brachysteleum,1
Braithwaitea,1
Braunfelsia,7
Braunia,23
Brothera,1
Brotherella,22
Brotherobryum,4
Bryhnia,2
Bryobrothera,2
Bryomanginia,1
Bryotestua,2
Bryoxiphium,4
Trachythecium,9
Trematodon,77
Trichodon,2
Desmotheca,2
Dialytrichia,2
Diaphanodon,2
Dichelodontium,1
Dichelyma,5
Dichodontium,6
Dicnemon,13
Dicranodontium,12
Dicranoloma,71
Dicranoweisia,4
Pleurochaete,3
Pleurophascum,3
Pleuroziopsis,1
Pleurozium,2
Polymerodon,1
Polytrichadelphus,12
Trichostomum,79
Tridontium,4
Tripterocladium,1
Triquetrella,8
Tristichium,4
Tuerckheimia,3
Ulea,3
Uleobryum,3
Venturiella,8
Vesiculariopsis,1
Voitia,2
Warburgiella,20
Wardia,1
Webera,4
Weisiopsis,6
Weymouthia,3
Wilsoniella,10
Hypodontium,2
Hypopterygium,12
Isodrepanium,2
Isopterygium,137
Plasteurhynchium,2
Platygyrium,5
Platyhypnum,9
Platylomella,1
Leskea,25
Leskeella,2
Leskeodon,19
Lescuraea,19
Leucobryum,80
Leucodon,33
Rhaphidostegium,14
Rhaphidostichum,22
Rhexophyllum,1
Rhizofabronia,2
Rhizogonium,7
Rhizohypnella,2
Rhodobryum,19
Rhynchostegiella,37
Dimerodontium,3
Diphyscium,17
Diploneuron,2
Discelium,1
Distichium,10
Distichophyllidium,5
Distichophyllum,93
Dolichomitra,1
Dolichomitriopsis,5
Dozya,1
Drepanium,1
Drummondia,6
Duthiella,5
Echinodium,3
Ectropotheciella,2
Ectropotheciopsis,1
Elmeriobryum,3
Elodium,1
Encalypta,41
Entodon,108
Entodontella,1
Entodontopsis,16
Entosthymenium,1
Ephemeropsis,2
Epipterygium,18
Eriopus,5
Erpodium,2
Erythrodontium,9
Eucamptodon,1
Eucamptodontopsis,5
Eucladium,1
Eumyurium,1
Eurhynchiella,1
Eurhynchium,24
Isothecium,9
Jaegerina,9
Jaffueliobryum,5
Juratzkaea,4
Kiaeria,4
Kleioweisiopsis,1
Leiodontium,4
Leiomela,13
Leiomitrium,1
Lembophyllum,2
Lepidopilidium,11
Leptobarbula,1
Leptobryum,1
Leptocladiella,3
Leptocladium,1
Leptodictyum,3
Leptodontium,33
Leptohymenium,9
Leptoischyrodon,1
Leptopterigynandrum,10
Leptostomum,9
Leptotheca,2
Leptotrichella,48
Lepyrodon,6
Lepyrodontopsis,1
Leratia,5
Callicosta,20
Cheilothela,2
Chionostomum,4
Cnestrum,3
Conardia,1
Crosbya,2
Mahua,1
Endotrichellopsis,1
Eoleucodon,1
Funaria,52
Garovaglia,20
Globulinella,3
Groutiella,9
Haplocladium,19
Helicodontium,20
Heterocladium,7
Holomitrium,49
Hydrogonium,26
Hyophila,40
Iwatsukiella,1
Juratzkaeella,1
Leptodontiella,1
Leucomium,4
Macrodictyum,3
Meiotheciopsis,1
Meiothecium,25
Meteoridium,2
Meteorium,22
Mittenothamnium,77
Mitthyridium,15
Fabronia,62
Moseniella,2
Neomacounia,1
Neorutenbergia,1
Oedicladium,8
Oligotrichum,17
Pseudoditrichum,1
Pseudohygrohypnum,16
Pterobryopsis,31
Ptychomitrium,42
Renauldia,8
Rhynchostegiopsis,5
Rozea,6
Sarmentypnum,6
Sasaokaea,1
Schoenobryum,8
Schwetschkeopsis,4
Sebillea,1
Seligeria,15
Viridivellus,1
Atrichopsis,16
Goniomitrium,3
Holomitriopsis,1
Homalothecium,18
Hookeriopsis,12
Hymenostyliella,2
Macrocoma,9
Scleropodium,6
Steyermarkiella,1
Trichostomopsis,8
Powellia,1
Pringleella,3
Prionodon,6
Pseudephemerum,1
Pseudisothecium,8
Pseudobraunia,1
Pseudohypnella,1
Pseudoleskea,13
Pseudoleskeella,9
Pseudoleskeopsis,12
Pseudopleuropus,3
Pseudopohlia,2
Pseudopterobryum,2
Pseudoscleropodium,1
Pseudospiridentopsis,1
Pseudostereodon,1
Psilopilum,4
Pterigynandrum,2
Pterobryella,5
Pterobryidium,1
Pterobryon,6
Pterogonidium,2
Pterogoniopsis,2
Pterygoneurum,10
Pterygophyllum,3
Ptilium,1
Ptychomitriopsis,2
Ptychomnion,4
Ptychostomum,60
Pylaisiadelpha,9
Pylaisiobryum,1
Pyramidula,1
Racomitrium,5
Racopilum,44
Rauiella,6
Regmatodon,3
Reimersia,2
Remyella,6
Rhabdodontium,1
Rhabdoweisia,4
Rhachitheciopsis,1
Rhachithecium,4
Rhacocarpus,7
Rhacopilopsis,2
Rhamphidium,14
Rhaphidorrhynchium,42
Funariophyscomitrella,5
Gammiella,3
Garckea,5
Geheebia,11
Gigaspermum,2
Glossadelphus,16
Glyphomitrium,12
Glyphothecium,1
Goniobryum,1
Gymnostomiella,4
Gymnostomum,18
Gyroweisia,7
Habrodon,2
Hageniella,4
Hampeella,3
Haplodontium,25
Haplohymenium,5
Hedwigia,12
Hedwigidium,1
Helicoblepharum,4
Helicophyllum,1
Helodium,2
Hemiragis,1
Hennediella,16
Herpetineuron,1
Rhytidiadelphus,5
Rhytidiopsis,1
Rhytidium,1
Rigodium,6
Rutenbergia,6
Saelania,1
Sanionia,5
Sauloma,2
Scabridens,1
Schimperella,2
Schistomitrium,5
Schizymenium,52
Schliephackea,2
Schlotheimia,94
Schraderella,2
Schroeterella,3
Schwetschkea,14
Sciadocladus,2
Sciuroleskea,2
Sclerodontium,3
Scopelophila,3
Scorpidium,3
Scorpiurium,5
Scouleria,6
Macrothamniella,3
Macrothamnium,4
Mandoniella,1
Mastopoma,11
Meesia,7
Merceyopsis,2
Merrilliobryum,2
Mesochaete,2
Mesotus,1
Meteoriella,1
Meteoriopsis,9
Buxbaumia,11
Callicostellopsis,1
Calliergon,6
Calliergonella,3
Calohypnum,7
Calomnion,9
Camptodontium,1
Camptothecium,2
Campylium,12
Campylophyllum,2
Campylopodium,4
Leucolepis,1
Leucoloma,106
Campylostelium,5
Catagoniopsis,1
Catagonium,5
Catharomnion,1
Catoscopium,1
Ceratodon,5
Chaetomitriopsis,1
Chamaebryum,1
Chionoloma,23
Chorisodontium,9
Chrysoblastella,1
Chrysocladium,1
Chryso-hypnum,10
Cinclidium,6
Cinclidotus,12
Cirriphyllum,7
Cladastomum,2
Cladomnion,1
Cladomniopsis,1
Cladophascum,1
Cladopodanthus,3
Claopodium,12
Clasmatodon,1
Clastobryophilum,2
Climacium,4
Codonoblepharon,7
Codriophorus,10
Conomitrium,1
Conostomum,8
Coscinodontella,1
Cratoneuron,2
Cratoneuropsis,2
Crepidophyllum,1
Crossomitrium,10
Cryphaea,32
Cryphaeophilum,1
Cryphidium,1
Cryptodicranum,1
Cryptoleptodon,2
Cryptopodium,1
Ctenidiadelphus,1
Ctenidium,24
Cyathophorum,5
Cyathothecium,1
Cynodontium,32
Cyptodon,4
Cyrtomnium,2
Cyrtopus,1
Flabellidium,1
Fleischerobryum,2
Floribundaria,12
Fontinalis,17
Foreauella,1
Leucophanes,14
Limbella,3
Lindigia,1
Loeskeobryum,2
Loeskypnum,2
Lopidium,3
Lorentziella,1
Lyellia,4
Macrohymenium,3
Arctoa,9
Bryoandersonia,1
Bryoceuthospora,2
Amblyodon,1
Homaliadelphus,2
Neohypnella,1
Pleuriditrichum,1
Homomallium,12
Hookeria,12
Husnotiella,11
Hydrocryphaea,1
Hydropogon,1
Hydropogonella,1
Hygroamblystegium,4
Hygrodicranum,1
Hylocomiastrum,3
Hylocomiopsis,2
Hylocomium,1
Hymenodon,8
Hymenodontopsis,4
Hymenoloma,17
Hymenolomopsis,1
Hymenostomum,7
Hyocomium,1
Hypnella,7
Hypnodendron,7
Microbryum,15
Microctenidium,2
Micromitrium,7
Microthamnium,5
Microtheciella,1
Serpoleskea,2
Skottsbergia,1
Solmsiella,2
Sorapilla,2
Sphaerothecium,3
Cardotiella,6
Fabronidium,1
Macgregorella,1
Mesonodon,2
Myurium,5
Noguchiodendron,1
Orthomnion,8
Orthothecium,13
Phascopsis,1
Plagiopus,2
Pseudocryphaea,1
Splachnobryum,11
Stoneobryum,2
Strombulidens,1
Hypnodontopsis,3
Acritodon,1
Leskeodontopsis,1
Splachnum,11
Fauriella,5
Levierella,2
Crumia,1
Mitrobryum,1
Pseudobryum,2
Perssonia,1
Herzogiella,7
Isopterygiopsis,2
Steppomitra,1
Phyllodrepanium,1
Mniobryoides,1
Bryonoguchia,1
Pachyneuropsis,2
Orthodicranum,6
Itatiella,6
Steereobryon,1
Callicladium,3
Stereodontopsis,2
Neodolichomitra,1
Ischyrodon,1
Symphysodon,10
Symphyodon,23
Metadistichophyllum,1
Rigodiadelphus,2
Bryowijkia,2
Neosharpiella,2
Mittenia,1
Mniobryum,8
Mniodendron,7
Mniomalia,2
Mnium,12
Molendoa,10
Muellerobryum,1
Myrinia,2
Myurella,3
Myuroclada,2
Nanomitriella,1
Nanomitriopsis,1
Nanothecium,1
Neobarbella,1
Neolindbergia,7
Ochrobryum,7
Oedipodiella,1
Oedipodium,1
Okamuraea,5
Oncophorus,3
Oreas,1
Orontobryum,2
Orthodontium,9
Orthorrhynchidium,1
Orthorrhynchium,2
Orthostichidium,7
Osculatia,1
Osterwaldiella,1
Spiridens,9
Spiridentopsis,1
Squamidium,8
Stegonia,2
Stenocarpidiopsis,1
Stenocarpidium,1
Stenodesmus,1
Stenotheciopsis,1
Stereodon,9
Stereophyllum,13
Streblotrichum,3
Streptotrichum,1
Struckia,2
Symblepharis,13
Symphysodontella,12
Synthetodontium,3
Syringothecium,2
Antitrichia,2
