genus,count
Aongstroemia,14
Aongstroemiopsis,1
Aplodon,1
Aptychopsis,11
Arthrocormus,1
Aschisma,3
Astomum,3
Atractylocarpus,10
Aulacopilum,2
Austinia,1
Baldwiniella,1
Eustichia,2
Exodictyon,3
Heterophyllium,9
Hildebrandtiella,4
Himantocladium,5
Hollia,2
Homalia,6
Homalotheciella,3
Paraleucobryum,3
Neomeesia,1
Luisierella,1
Schistostega,1
Indusiella,2
Campylopodiella,5
Caribaeohypnum,1
Curviramea,1
Koponenia,1
Hondaella,2
Irelandia,1
Podperaea,1
Exostratum,4
Platygyriella,6
Bryobeckettia,1
Loiseaubryum,1
Orthothuidium,1
Calymperastrum,1
Cryptogonium,4
Metaneckera,1
Schimperobryum,1
Trachyodontium,1
Cygniella,1
Elharveya,1
Vittia,4
Pulchrinodus,1
Donnellia,11
Serpotortella,2
Taxiphyllopsis,1
Dolotortula,1
Chenia,5
Ganguleea,1
Hilpertia,2
Stonea,1
Bryocrumia,3
Micralsopsis,1
Funariella,1
Microcampylopus,3
Flowersia,4
Henicodium,1
Handeliobryum,1
Pseudotaxiphyllum,9
Hamatocaulis,2
Bryosedgwickia,1
Palustriella,3
Neonoguchia,1
Bryolawtonia,1
Papillidiopsis,12
Takakia,2
Acrobolbus,36
Anastrepta,1
Anastrophyllum,18
Aneura,54
Anthelia,2
Anthoceros,68
Apotreubia,2
Arnellia,1
Ascidiota,1
Asterella,52
Mizutania,1
Gradsteinia,1
Barbilophozia,5
Orthocaulis,2
Blasia,1
Blepharostoma,9
Calycularia,2
Caudalejeunea,13
Cephalozia,36
Cephaloziella,91
Chonecolea,6
Conocephalum,5
Corsinia,1
Cryptomitrium,3
Cylindrocolea,19
Diplophyllum,24
Douinia,3
Drepanolejeunea,125
Dumortiera,1
Geocalyx,4
Geothallus,1
Gymnocolea,1
Gyrothyra,1
Haplomitrium,7
Harpanthus,3
Hygrobiella,3
Riccia,258
Kurzia,47
Lepidozia,138
Lophocolea,129
Lunularia,1
Lopholejeunea,45
Perdusenia,1
Phaeoceros,35
Pallavicinia,15
Fifea,1
Fallaciella,2
Stolonivector,6
Inouethuidium,1
Marchantia,51
Marsupella,38
Chameleion,3
Mastigophora,12
Mesoptychia,18
Moerckia,2
Mylia,4
Nardia,21
Neurolejeunea,4
Notothylas,26
Nowellia,11
Scapania,107
Sphaerocarpos,11
Porella,87
Tritomaria,5
Odontoschisma,23
Pedinophyllum,4
Pellia,9
Peltolepis,1
Petalophyllum,5
Plagiochasma,18
Pleurozia,12
Prasanthus,2
Pseudolepicolea,7
Ptilidium,4
Ricciocarpos,1
Riella,29
Sauteria,6
Sphenolobopsis,1
Telaranea,32
Targionia,8
Bryonorrisia,1
Sclerohypnum,1
Caduciella,1
Bryostreimannia,1
Chileobryon,1
Pendulothecium,3
Puiggariopsis,1
Nobregaea,1
Crumuscus,1
Beeveria,1
Aerolindigia,1
Isocladiella,2
Ozobryum,2
Acanthocoleus,9
Fulfordianthus,2
Monoclea,2
Cryptopapillaria,5
Arctoscyphus,2
Nyholmiella,2
Lethocolea,5
Adelanthus,11
Gongylanthus,11
Isotachis,30
Neesioscyphus,6
Stephaniella,5
Acrolejeunea,22
Anoplolejeunea,1
Blepharolejeunea,5
Brachiolejeunea,7
Bryopteris,4
Dicranolejeunea,3
Diplasiolejeunea,68
Frullanoides,7
Lepidolejeunea,16
Marchesinia,8
Odontolejeunea,3
Schiffneriolejeunea,14
Stictolejeunea,3
Symbiezidium,4
Lepicolea,10
Archilejeunea,12
Cyclolejeunea,10
Prionolejeunea,26
Rectolejeunea,8
Lindigianthus,1
Exormotheca,10
Cyathodium,14
Straminergon,1
Curvicladium,1
Reboulia,1
Radulina,6
Tetracoscinodon,1
Mironia,4
Plaubelia,6
Micropterygium,20
Tisserantiella,2
Neodicladiella,3
Pseudotrachypus,7
Sinskea,2
Trachycladiella,2
Holodontium,1
Schistochilopsis,8
Makinoa,1
Austrofossombronia,1
Andrewsianthus,20
Tetralophozia,6
Jackiella,8
Schiffneria,1
Orthostichella,9
Ceuthotheca,1
Vitalianthus,5
Bromeliophila,2
Macrocolura,1
Chaetophyllopsis,1
Herzogianthus,2
Gackstroemia,9
Trichocoleopsis,1
Cryptocolea,1
Hyophiladelphus,1
Schisma,2
Trichodontium,1
Balantiopsis,18
Cephalomitrion,1
Gymnocoleopsis,2
Acromastigum,48
Acrostolia,1
Megaceros,11
Gottschelia,3
Aitchisoniella,1
Acroscyphella,3
Tuyamaella,6
Spruceanthus,17
Alobiellopsis,5
Chaetocolea,1
Allorgella,9
Clasmatocolea,21
Leiomitra,16
Jubula,5
Treubia,7
Mnioloma,14
Eocalypogeia,2
Pararhacocarpus,1
Pycnolejeunea,24
Noteroclada,2
Schusterolejeunea,2
Acrolophozia,3
Greeneothallus,1
Paracromastigum,17
Hyalolepidozia,1
Mytilopsis,1
Metacalypogeia,2
Rosulabryum,50
Athalamia,3
Diplocolea,1
Gerhildiella,1
Poeltia,1
Delavayella,1
Xenochila,1
Ptychanthus,3
Monocarpus,1
Wiesnerella,1
Dendrocyathophorum,1
Canalohypopterygium,1
Temnoma,11
Cleistocarpidium,2
Hebantia,1
Nothogymnomitrion,1
Chiastocaulon,19
Zoopsis,13
Siphonolejeunea,18
Zanderia,1
Bragginsella,1
Southbya,5
Hattoriolejeunea,1
Hygrolembidium,8
Jensenia,7
Brevianthus,2
Stephaniellidium,1
Symphyogynopsis,1
Luteolejeunea,1
Steereella,2
Leiosporoceros,1
Dendromastigophora,1
Protosyzygiella,1
Otolejeunea,2
Pseudolophocolea,1
Psiloclada,1
Hepatostolonophora,4
Herzogiaria,1
Lembidium,3
Herzogobryum,4
Lepidogyna,2
Isolembidium,1
Sphenolobus,3
Liochlaena,3
Vandiemenia,1
Sandeothallus,2
Dactylophorella,1
Plagiochilion,1
Seppeltia,1
Oxymitra,2
Notoscyphus,1
Calatholejeunea,2
Aphanolejeunea,2
Clandarium,3
Nothostrepta,2
Kymatolejeunea,1
Pedinophyllopsis,1
Platyneuron,1
Pottiopsis,2
Meiotheciella,1
Pictolejeunea,6
Matteria,2
Sehnemobryum,1
Timotimius,1
Cyptodontopsis,1
Paramomitrion,1
Isophyllaria,2
Chandonanthus,1
Zoopsidella,7
Xenothallus,1
Pseudochorisodontium,6
Brachytheciella,1
Unclejackia,2
Verdoornia,1
Neophoenix,1
Triandrophyllum,6
Kymatocalyx,4
Mesoceros,2
Trabacellula,1
Saitobryum,2
Lepidolaena,7
Nipponolejeunea,2
Neotrichocolea,1
Isopaches,4
Echinophyllum,1
Cephaloziopsis,1
Pseudocephalozia,6
Haesselia,2
Taxilejeunea,40
Plagiochilidium,1
Vanaea,1
Neohodgsonia,1
Enigmella,1
Phaeolejeunea,4
Cephalojonesia,1
Pisanoa,1
Leucolejeunea,1
Ruizanthus,1
Allisoniella,5
Koponobryum,2
Dendrolembidium,2
Xylolejeunea,5
Saccogyna,5
Conoscyphus,2
Bryochenea,1
Indothuidium,1
Cronisia,2
Vetaforma,1
Grollea,1
Blepharidophyllum,2
Evansianthus,1
Saccogynidium,9
Eremonotus,1
Monocryphaea,1
Denotarisia,1
Neohattoria,1
Monosolenium,1
Dendrohypopterygium,1
Cryptocoleopsis,1
Tuzibeanthus,1
Wettsteinia,4
Cavicularia,1
Goebelobryum,3
Hattoria,1
Pseudotrismegistia,2
Hattorianthus,1
Eotrichocolea,3
Crossocalyx,2
Saccobasis,1
Protolophozia,16
Plectocolea,3
Obtusifolium,1
Amphicephalozia,3
Nemoursia,1
Neogrollea,1
Podomitrium,3
Hymenophyton,3
Plicanthus,4
Haplolejeunea,4
Drucella,1
Cephalolejeunea,1
Verdoornianthus,2
Pseudocephaloziella,1
Leptoscyphopsis,1
Platycaulis,1
Arbusculohypopterygium,1
Tetracymbaliella,4
Goebeliella,3
Megalembidium,1
Archeophylla,3
Leptophyllopsis,1
Austrolophozia,3
Trichotemnoma,1
Mastigobryum,23
Mastigopelma,5
Echinolejeunea,1
Eurhynchiastrum,2
Eurhynchiadelphus,1
Sciuro-hypnum,24
Neolepidozia,31
Valdonia,1
Capillolejeunea,2
Benitotania,1
Ptychocoleus,1
Pseudomarsupidium,4
Pteropsiella,2
Diobelonella,2
Niphotrichum,8
Dacryophyllum,1
Eoisotachis,2
Hygrohypnella,3
Pterogoniadelphus,2
Dixonia,1
Fuscocephaloziopsis,19
Amazoopsis,3
Ptychomniella,1
Pachyglossa,10
Imbribryum,20
Kingiolejeunea,1
Leptostomopsis,5
Plagiobryoides,7
Leiolejeunea,1
Pilosimitra,1
Phymatoceros,3
Gemmabryum,30
Ochiobryum,2
Shevockia,1
Trilophozia,1
Paraphymatoceros,5
Meinungeria,1
Touwiodendron,1
Pseudopiloecium,1
Castanoclobos,1
Ludorugbya,1
Dinckleria,3
Algaria,2
Hylocomiadelphus,1
Hamatostrepta,1
Costesia,1
Pseudocampylium,1
Pseudoamblystegium,1
Sainthelenia,1
Looseria,1
Austrohondaella,1
Hedenasiastrum,1
Microeurhynchium,1
Pseudorhynchostegiella,1
Acaulonopsis,2
Vrolijkheidia,1
Callichlamys,1
Newbouldia,1
Patinoa,4
Septotheca,1
Harpagonella,2
Nesocaryum,1
Selkirkia,5
Psilotrichopsis,1
Nogalia,1
Pterocereus,1
Stenosolenium,1
Ixorhea,1
Sinojohnstonia,4
Omphalotrigonotis,2
Microcaryum,1
Lasiocaryum,3
Thyrocarpus,2
Nerisyrenia,9
Notothlaspi,3
Leavenworthia,8
Macropodium,2
Oreophyton,1
Streptoloma,2
Synthlipsis,2
Thelypodiopsis,7
Trachystoma,1
Warea,4
Stanleya,7
Xerodraba,5
Iodanthus,1
Phoenicaulis,1
Polyctenium,1
Orychophragmus,7
Lachnoloma,1
Leiospora,8
Megadenia,3
Octoceras,1
Pachyneurum,1
Pseudovesicaria,1
Rhammatophyllum,7
Sisymbriopsis,4
Iskandera,1
Takhtajaniella,1
Horwoodia,1
Parryodes,1
Pugionium,3
Synstemon,1
Simmondsia,1
Yinshania,5
Rhabdothamnopsis,1
Dicranostyles,15
Evolvulus,108
Nanocnide,4
Tetracentron,1
Kudoacanthus,1
Krasnovia,1
Maripa,22
Poliothyrsis,1
Physodium,2
Rusbya,1
Kentrothamnus,1
Orchiserapias,1
Herminorchis,1
Habropetalum,1
Triphyophyllum,1
Sphaerocardamum,4
Indofevillea,2
Schizopepon,8
Pseudolycopodium,1
Nerophila,8
Cailliella,1
Monimopetalum,1
Paragymnopteris,6
Lecanthus,4
Sarcochlamys,1
Whytockia,10
Psilopeganum,1
Metapetrocosmea,12
Silvianthus,2
Lardizabala,1
Pteroxygonum,1
Sinofranchetia,1
Rhoiptelea,1
Mesopteris,6
Raputiarana,2
Hesperidanthus,5
Petroravenia,1
Pentarhizidium,2
Harfordia,1
Stussenia,1
Pseudomelasma,1
Pycnophyllum,22
Monrosia,1
Nitrophila,3
Taraxia,4
Dipteropeltis,3
Sieversandreas,1
Tapiscia,2
Radiovittaria,10
Paleodicraeia,1
Parodiodoxa,1
Phlebolobium,1
Trichotolinum,1
Paramyristica,1
Peltocalathos,1
Rosifax,1
Saniculiphyllum,1
Thylacospermum,2
Tinomiscium,1
Sairocarpus,10
Tripterocalyx,1
Microsechium,4
Morkillia,2
Monteiroa,11
Oreocomopsis,3
Meeboldia,4
Plagiopteron,1
Regnellidium,1
Sanrafaelia,1
Trichodrymonia,29
Stilbanthus,1
Sinocrassula,9
Saxifragopsis,1
Jarilla,3
Raphanorhyncha,1
Neowerdermannia,2
Moquiniella,1
Presliophytum,5
Parapteropyrum,1
Trichocereus,6
Pangium,1
Sclerocactus,24
Hylocarpa,1
Pseudosmodingium,5
Abrahamia,34
Xylonagra,1
Dicraurus,1
Ornithocarpa,2
Tetrataxis,1
Rhamnoneuron,1
Barnebydendron,1
Neomezia,1
Lembocarpus,1
Pentacyphus,3
Hydrogaster,1
Maurandella,1
Neobaclea,1
Vailia,22
Odonellia,2
Pseudocannaboides,1
Tana,1
Lathrophytum,1
Scoliaxon,1
Mallophyton,1
Loricalepis,2
Lithobium,1
Ochthephilus,1
Notiosciadium,1
Oligocladus,1
Rhoogeton,2
Appendicularia,3
Aniseia,4
Schreiteria,1
Maguireanthus,1
Tryssophyton,2
Tetrameles,1
Merianthera,7
Pheidonocarpa,1
Polaskia,2
Podosorus,1
Phlebotaenia,1
Pediocactus,9
Monocyclanthus,1
Xyropteris,1
Hoverdenia,1
Verrucularina,2
Micromonolepis,1
Senyumia,2
Cardiochlamys,2
Pringlea,1
Lagetta,3
Linodendron,4
Platypterocarpus,1
Lagenantha,1
Odontitella,1
Euchilopsis,1
Lethedon,15
Physorhynchus,2
Thilachium,14
Lenbrassia,1
Peripterygia,1
Kungia,2
Stromatopteris,1
Matucana,18
Sericodes,1
Ramisia,1
Macrotorus,2
Neohenricia,2
Nayariophyton,1
Pycnoplinthopsis,1
Ianhedgea,1
Normandiodendron,1
Tricomaria,1
Tetraulacium,1
Silviella,2
Orthosphenia,1
Warscewiczella,1
Malacocarpus,1
Senra,1
Spraguea,1
Parakeelya,2
Madagasikaria,1
Pachycormus,1
Parablechnum,73
Rimacactus,1
Hockinia,1
Toronia,1
Schizocarpum,10
Megacorax,1
Paysonia,8
Polydictyum,4
Hemifuchsia,1
Pleiomeris,1
Urogentias,1
Lampadaria,1
Hybanthopsis,1
Luisma,1
Megatritheca,2
Heteroflorum,1
Petesiodes,1
Xylopodia,2
Tropidococcus,1
Sidotheca,3
Johanneshowellia,2
Ixanthus,1
Kochia,9
Trichuriella,1
Maraniona,1
Pedaliodiscus,1
Achimenantha,1
Mandirola,3
Heppiantha,1
Koellikohleria,1
Pseudoselago,28
Neobalanocarpus,1
Lauridia,2
Shangrilaia,1
Schenkia,6
Pharnaceum,25
Pleurospermopsis,2
Trichocephalus,1
Iridosma,1
Leptostachya,1
Kendrickia,1
Perrierosedum,1
Korupodendron,1
Catanthera,19
Neorites,1
Jedda,1
Pontechium,1
Parasicyos,2
Nomopyle,2
Sphaerorrhiza,4
Thysanostemon,2
Guianodendron,1
Vismianthus,2
Yanomamua,1
Amelichloa,5
Johnstonalia,1
Mariosousa,14
Macrothumia,1
Dendrolycopodium,5
Spinulum,2
Halocharis,4
Halanthium,2
Hammada,3
Knorringia,1
Scyphellandra,1
Lepyrodiclis,3
Linostoma,4
Tetrapteron,2
Distemma,1
Shuaria,1
Chrismatopteris,1
Yavia,1
Sinobaijiania,1
Tripodion,1
Kuhlmanniodendron,2
Dracoglossum,2
Sinopora,1
Roraimaea,2
Hesperonia,1
Streptosiphon,1
Argyrella,8
Astripomoea,12
Ichtyoselmis,1
Akschindlium,1
Kadenicarpus,3
Ladeania,2
Myrtillocactus,4
Pelecyphora,20
Strombocactus,1
Oroya,2
Mila,1
Neoraimondia,2
Rauhocereus,1
Lasiocereus,2
Stetsonia,1
Nyctocereus,1
Obregonia,1
Jasminocereus,1
Homalocephala,3
Leuchtenbergia,1
Isolatocereus,1
Morangaya,1
Setchellanthus,1
Roridula,2
Heptacodium,1
Wilhelmsia,1
Microphyes,3
Scopulophila,2
Stipulicida,2
Krauseola,2
Philippiella,1
Reicheella,1
Bolbosaponaria,6
Polycardia,4
Ptelidium,2
Salvadoropsis,1
Torralbasia,1
Pseudosalacia,1
Paxistima,2
Plenckia,3
Polpoda,2
Suessenguthiella,1
Hypertelis,1
Tribulocarpus,2
Hymenogyne,2
Jacobsenia,2
Jensenobotrya,1
Juttadinteria,5
Machairophyllum,4
Monilaria,5
Mossia,1
Namaquanthus,1
Namibia,2
Nelia,2
Oophytum,2
Ottosonderia,1
Ruschianthus,1
Saphesia,1
Schlechteranthus,15
Skiatophytum,3
Smicrostigma,1
Sphalmanthus,1
Stayneria,1
Stomatium,38
Titanopsis,3
Vanzijlia,1
Wooleya,1
Sarcozona,2
Monolepis,2
Sarcobatus,2
Manochlamys,1
Zuckia,1
Suckleya,1
Rhagodia,9
Ceratoides,1
Halotis,1
Horaninovia,2
Microgynoecium,1
Panderia,1
Physandra,1
Sympegma,1
Holmbergia,1
Scleroblitum,1
Roycea,3
Malacocera,4
Neobassia,2
Threlkeldia,2
Osteocarpum,5
Tecticornia,2
Stelligera,1
Sclerochlamys,1
Sclerostegia,2
Pachycornia,1
Haploclathra,4
Tovomitopsis,2
Cressa,4
Lysiostyles,1
Tetralocularia,1
Falkia,3
Petrogenia,1
Itzaea,1
Humbertia,1
Lepistemonopsis,1
Rapona,1
Xenostegia,6
Poranopsis,3
Hewittia,2
Torricellia,2
Penthorum,2
Meterostachys,1
Pachyveria,1
Peponopsis,1
Tecunumania,1
Trochomeriopsis,1
Ampelosycios,2
Lemurosicyos,1
Sechiopsis,5
Sicyosperma,1
Sicyocaulis,1
Halosicyos,1
Platylophus,1
Linderniella,16
Lowryanthus,1
Puffia,1
Melanoxerus,4
Kewa,8
Huberantha,34
Afrohybanthus,15
Paracarphalea,3
Oldeania,7
Sokinochloa,7
Bengt-jonsellia,2
Exallosperma,1
Helictosperma,2
Pseudocoptosperma,1
Tulearia,2
Perkinsiodendron,1
Jailoloa,1
Lanonia,19
Manjekia,1
Sabinaria,1
Wallaceodoxa,1
Idimanthus,1
Cyclobotrya,2
Yanoella,1
Monsanima,2
Cephalantholejeunea,1
Parianella,2
Lesia,2
Brasilianthus,1
Oedochloa,8
Lapidia,1
Staminodianthus,3
Cambajuva,1
Homalolepis,28
Brittonodoxa,5
Microcalpe,1
Alatococcus,1
Callianthe,50
Stigmatodon,31
Parasenegalia,11
Paubrasilia,1
Cantinoa,26
Condea,29
Microdesmia,2
Gaulettia,9
Gradyana,1
Caamembeca,13
Gymnospora,2
Moquiniastrum,20
Rugoloa,3
Pombalia,39
Carajasia,1
Keraunea,5
Rostranthera,1
Physominthe,2
Tryonia,5
Oocephalus,20
Lytoneuron,17
Medusantha,8
Leptohyptis,5
Martianthus,4
Distimake,52
Daustinia,1
Cyanocephalus,27
Eplingiella,3
Gymneia,7
White-sloanea,1
Cirsio-carduus,6
Richtersveldia,1
Trisetokoeleria,1
Ocyroe,1
Davilanthus,7
Stipellula,2
Galactodenia,5
Disakisperma,4
Trigonochloa,2
Villarrealia,1
Veldkampia,1
Gaga,19
Brachypus,1
Benstonea,61
Lithotoma,3
Mycopteris,18
Dupontiopsis,1
Micrachne,5
Fenestratarum,2
Galantharum,1
Andersonglossum,3
Adelinia,1
Austrochthamalia,3
Cochlezella,1
Diphyllocalyx,6
Isidroa,1
Limadendron,2
Afroscirpoides,1
Electranthera,1
Gelrebia,8
Pruskortizia,2
Cristobalia,4
Parapimpinella,1
Terraria,1
Afropectinariella,5
Kupeantha,5
Wimmeranthus,1
Pratochloa,1
Topea,2
Thinoelymus,4
Cabreraea,1
Haroldia,1
Katinasia,1
Sampera,6
Sidneya,1
Ananthura,1
Dinghoua,1
Neobrachyactis,4
Dracoscirpoides,3
Neotinacamptis,4
Neotinarhiza,1
Koordersiochloa,2
Afroqueta,1
Tiedemannia,2
Sinocurculigo,1
Ototropis,8
Diceratotheca,1
Hesperotropsis,3
Neoguarea,1
Schaueriopsis,1
Thaumatococcus,2
Exostigma,2
Ortizacalia,1
Rhizomatophora,1
Haloselinum,1
Didymogonyx,2
Amoana,2
Tomostima,6
Scapiarabis,4
Sinoarabis,1
Calliscirpus,2
Caputia,4
Crassothonna,13
Tribounia,2
Zyzyura,1
Notogrammitis,12
Somrania,3
Nianhochloa,1
Mangenotiella,1
Streptoechites,1
Danxiaorchis,3
Limahlania,1
Utania,12
Aloidendron,6
Aloiampelos,7
Pleradenophora,5
Verdesmum,1
Zhengyia,1
Dimetia,10
Archigrammitis,7
Vesper,6
Cartrema,4
Kalinia,1
Trisetopsis,25
Pseudolachnostoma,8
Rhytidostemma,2
Annamocalamus,1
Wilczekra,2
Yosemitea,1
Bergbambos,1
Sinoswertia,1
Coenoemersa,3
Gymnaconitum,1
Pleioluma,40
Afroaster,18
Cochinchinochloa,1
Christopheria,1
Pagothyra,1
Pachycaulos,2
Siculosciadium,1
Tschulaktavia,1
Karrabina,2
Annea,2
Gabonius,1
Nanooravia,1
Shangwua,1
Oreojuncus,2
Heteroblemma,15
Aimara,1
Morronea,6
Pilbara,1
Apowollastonia,2
Acunniana,1
Quadribractea,1
Indocypraea,1
Lipoblepharis,2
Hesperocodon,1
Yariguianthus,1
Kumara,2
Haworthiopsis,34
Tulista,4
Aakia,1
Osvaldoa,1
Greuteria,2
Billolivia,17
Tridentopsis,2
Kuepferia,14
Sinogentiana,2
Hsenhsua,1
Echinocodon,1
Vuralia,1
Memoremea,1
Nihon,5
Nekemias,8
Kuruna,7
Telmatoblechnum,2
Famatinanthus,1
Aristaloe,1
Gonialoe,4
Ballantinia,1
Kieslingia,1
Quipuanthus,1
Zuloagocardamum,1
Parameconopsis,1
Sinalliaria,2
Chrysojasminum,10
Rivasmartinezia,2
Shehbazia,1
Calyptrion,4
Sirdavidia,1
Oberholzeria,1
Glabrella,4
Chamaecallis,1
Paralasianthus,4
Pseudocodon,8
Atacama,1
Debia,5
Involucrella,3
Woodianthus,1
Morilloa,4
Modesciadium,1
Schoenoselinum,1
Haydenoxylon,3
Pseudobartsia,1
Wandersong,2
Haymondia,1
Toxicopueraria,2
Marcus-kochia,4
Arquita,5
Adenochloa,13
Lacomucinaea,1
Jaffrea,2
Chayamaritia,4
Decalepidanthus,9
Alshehbazia,3
Codonorhiza,7
Schizorhiza,1
Ditrichanthus,1
Latace,2
Stapvalia,1
Johoralia,1
Kellochloa,2
Cuprella,2
Resetnikia,1
Chaloupkaea,8
Beruladium,1
Rhodoscirpus,1
Hijmania,4
Hydrodiscus,1
Karima,1
Pochota,1
Ixchelia,2
Pseudoziziphus,2
Friedrichkarlmeyeria,1
Ihsanalshehbazia,1
Desmophlebium,2
Orianthera,13
Adelphacme,1
Kipandiorchis,2
Irenodendron,3
Metapilea,1
Middletonia,5
Bidoupia,2
Himalacodon,1
Pankycodon,1
Neomuretia,2
Gitara,1
Yersinochloa,1
Wangia,2
Austroblechnum,36
Hererolandia,1
Cleistoblechnum,1
Cranfillia,23
Hultholia,1
Icarus,1
Lomaridium,16
Lomariocycas,17
Neoblechnum,1
Oceaniopteris,8
Lomanthus,1
Taeniopetalum,3
Silphiodaucus,2
Antrophyopsis,4
Draconopteris,1
Malaifilix,1
Perakalia,1
Borneocola,8
Damburneya,25
Barfussia,5
Gregbrownia,4
Lemeltonia,7
Pseudalcantarea,3
Goudaea,2
Jagrantia,1
Lutheria,4
Zizkaea,1
Nothoschkuhria,1
Sanjappa,2
Sillaphyton,1
Anemotrochus,3
Greenwoodiella,3
Anzhengxia,1
Metashangrilaia,1
Rudolf-kamelinia,1
Ridsdalea,31
Singaporandia,1
Turanecio,1
Neobartsia,47
Orthacanthus,1
Triplasiella,1
Tripogonella,3
Zaqiqah,1
Reidmorania,1
Ruhooglandia,1
Widjajachloa,1
Normantha,1
Iberodes,5
Szovitsia,1
Sleumeria,1
Hymenopus,27
Leptobalanus,31
Equilabium,42
Nothodissotis,2
Champluviera,2
Kenyacanthus,1
Cordillera,1
Parinariopsis,1
Oreoseris,4
Haploesthes,3
Afrosolen,15
Lewinskya,75
Alseodaphnopsis,11
Cheniella,14
Grausa,6
Harashuteria,1
Loranthella,1
Ochradiscus,2
Pinnasa,7
Pseudoheterocaryum,4
Vinogradovia,1
Wuacanthus,1
Astartoseris,1
Taimingasa,2
Japonicalia,2
Gastoniella,3
Talamancaster,1
Hovenkampia,3
Fluminaria,1
Ripariosida,1
Sohmaea,7
Tateishia,3
Wuodendron,1
Afroamphica,1
Bouffordia,1
Desmodiopsis,1
Grona,50
Huangtcia,2
Lachesiodendron,1
Lysakia,1
Mummenhoffia,2
Meiocarpidium,1
Oxytes,4
Pseudosenegalia,2
Polyalthiopsis,3
Orchigymnadenia,1
Camonea,4
Astrolista,1
Waltillia,2
Austronea,9
Aquarius,26
Bambuseria,2
Forzzaea,7
Gonimara,1
Hooveria,2
Hoplocryptanthus,9
Kylicanthe,6
Oceana,1
Opilionanthe,2
Pendusalpinx,7
Rokautskyia,14
Strongyleria,4
Epiamomum,6
Lanxangia,8
Meistera,42
Sulettaria,15
Sundamomum,15
Trisetopsotrichon,1
Adolphoduckea,1
Gravendeelia,1
Karpatiosorbus,85
Motleyothamnus,1
Paramollugo,1
Pseudodictamnus,13
Tibisia,3
Torminalis,1
Tzveleviochloa,4
Galiasperula,1
Sorbomeles,2
Anaheterotis,1
Bridsonia,1
Coutareopsis,3
Dissotidendron,11
Eleuthranthes,1
Foonchewia,1
Hedlundia,48
Hsuehochloa,1
Kanapia,2
Majovskya,5
Normeyera,9
Ramonadoxa,1
Schizotechium,4
Stellamaris,1
Tainus,1
Tromlyca,1
Causonis,20
Trompettia,1
Cerenocereus,1
Polascontria,1
Cremnocereus,1
Kimnachia,1
Kroenleinia,1
Leucostele,13
Leuenbergeria,8
Reicheocactus,2
Xiquexique,6
Aizoanthemopsis,1
Drosanthemopsis,4
Lapidaria,1
Lemonanthemum,1
Malotigena,1
Phyllobolus,1
Roosia,2
Darcyanthus,1
Chenopodiastrum,2
Astroworthia,1
Austrocallerya,3
Ctenodon,65
Daprainia,1
Ibatiria,1
Kanburia,2
Kartalinia,1
Nanhaia,2
Pedleya,1
Polhillides,1
Puhuaea,2
Pullenia,1
Serawaia,1
Sigmoidala,1
Sunhangia,6
Wisteriopsis,5
Oreomecon,71
Lychnophorella,11
Bribria,3
Incadendron,1
Mespilodaphne,9
Vadensea,4
Pseudalbizzia,17
Cyclocarpa,1
Laburnocytisus,1
Betencourtia,8
Cerradicola,16
Caetangil,2
Maekawaea,3
Mantiqueira,1
Nanogalactia,3
Ohashia,1
Thyrsocalamus,1
Alniaria,7
Aquilula,1
Bakoaella,2
Bathysanthus,1
Bidayuha,1
Burttianthus,9
Canthiumera,4
Centenaria,1
Chamaedendron,5
Dibridsonia,3
Dunnaria,1
Gosong,1
Griffitharia,19
Hera,1
Hiya,4
Hysterobaeckea,11
Jamaicanthus,1
Kiewia,3
Kindia,1
Lebbiea,1
Leoheo,1
Nabalu,1
Naiadia,1
Pendressia,1
Pseudocayratia,6
Pseudogalium,1
Pursegloveia,7
Rachunia,1
Roessleria,5
Rupertiella,1
Sanrobertia,1
Scandosorbus,2
Schmidiella,1
Tapanhuacanga,11
Tawaia,1
Thomsonaria,26
Toga,6
Vesta,1
Xylacanthus,1
Xyroschoenus,1
Yamazakia,2
Jamesoniella,1
Rivulariella,1
Rudolgaea,2
Schizophyllopsis,5
Vietnamiella,1
Zantenia,4
Alobiella,1
Anastrophyllopsis,3
Lophonardia,3
Phycolepidozia,2
Konstantinovia,2
Macrodiplophyllum,2
Protochilopsis,1
Pseudoisotachis,1
Asperifolia,3
Protoharpanthus,1
Ceramanus,7
Monodactylopsis,1
Odontoseries,1
Protocephalozia,1
Tricholepidozia,22
Cryptolophocolea,35
Deceptifrons,1
Otoscyphus,1
Pigafettoa,1
Ramudaria,1
Xenocephalozia,1
Cryptoplagiochila,1
Sinomylia,1
Aphanotropis,1
Crossotolejeunea,1
Cumulolejeunea,1
Dibrachiella,9
Eulejeunea,3
Gaolejeunea,2
Gradsteinianthus,1
Hygrolejeunea,6
Leptocolea,1
Mastigolejeunea,1
Mohamedia,2
Otigoniolejeunea,4
Reinerantha,1
Soella,2
Strepsilejeunea,8
Thiersianthus,1
Thysanolejeunea,1
Trachylejeunea,5
Afroriccardia,1
Allisonia,1
Sewardiella,1
Phyllothallia,2
Pseudomoerckia,1
Prionothallus,1
Apopellia,3
Fimbraria,2
Hypenantron,2
Sandea,1
Austroriella,1
Eosphagnum,1
Delongia,3
Afoninia,1
Physcomitriopsis,1
Flexitrichum,2
Dilutineuron,5
Frisvollia,1
Blindiadelphus,7
