binominal,root_order,RD,SRL,references,genus,species,family,order,state
Gnetum_gnemon,,-1.2039728043259361,4.872904620630176,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Gnetum,gnemon,Gnetaceae,Gnetales,EcM
Gutierrezia_sarothrae,,-1.3238831009984935,4.4387154166359855,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Gutierrezia,sarothrae,Asteraceae,Asterales,AM
Hakea_ceratophylla,,-0.4942963218147801,3.9889840465642745,"<ArrowStringArray>
['Poot P, Lambers H. 2003. Are trade-offs in allocation pattern and root morphology related to species abundance? A congeneric comparison between rare and common species in the south-western Australian flora. Journal of Ecology 91: 58-67.']
Length: 1, dtype: str",Hakea,ceratophylla,Proteaceae,Proteales,NM
Hakea_cyclocarpa,,-0.4942963218147801,4.1588830833596715,"<ArrowStringArray>
['Poot P, Lambers H. 2003. Are trade-offs in allocation pattern and root morphology related to species abundance? A congeneric comparison between rare and common species in the south-western Australian flora. Journal of Ecology 91: 58-67.']
Length: 1, dtype: str",Hakea,cyclocarpa,Proteaceae,Proteales,NM
Hakea_linearis,,-0.527632742082372,3.8066624897703196,"<ArrowStringArray>
['Poot P, Lambers H. 2003. Are trade-offs in allocation pattern and root morphology related to species abundance? A congeneric comparison between rare and common species in the south-western Australian flora. Journal of Ecology 91: 58-67.']
Length: 1, dtype: str",Hakea,linearis,Proteaceae,Proteales,NM
Hakea_lissocarpha,,-0.4942963218147801,4.060443010546419,"<ArrowStringArray>
['Poot P, Lambers H. 2003. Are trade-offs in allocation pattern and root morphology related to species abundance? A congeneric comparison between rare and common species in the south-western Australian flora. Journal of Ecology 91: 58-67.']
Length: 1, dtype: str",Hakea,lissocarpha,Proteaceae,Proteales,NM
Hakea_oldfieldii,,-0.616186139423817,4.499809670330265,"<ArrowStringArray>
['Poot P, Lambers H. 2003. Are trade-offs in allocation pattern and root morphology related to species abundance? A congeneric comparison between rare and common species in the south-western Australian flora. Journal of Ecology 91: 58-67.']
Length: 1, dtype: str",Hakea,oldfieldii,Proteaceae,Proteales,NM
Hakea_tuberculata,,-0.579818495252942,4.343805421853684,"<ArrowStringArray>
['Poot P, Lambers H. 2003. Are trade-offs in allocation pattern and root morphology related to species abundance? A congeneric comparison between rare and common species in the south-western Australian flora. Journal of Ecology 91: 58-67.']
Length: 1, dtype: str",Hakea,tuberculata,Proteaceae,Proteales,NM
Hakea_varia,,-0.5447271754416722,4.02535169073515,"<ArrowStringArray>
['Poot P, Lambers H. 2003. Are trade-offs in allocation pattern and root morphology related to species abundance? A congeneric comparison between rare and common species in the south-western Australian flora. Journal of Ecology 91: 58-67.']
Length: 1, dtype: str",Hakea,varia,Proteaceae,Proteales,NM
Halimium_commutatum,,-0.660486398320397,1.881847792780877,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Halimium,commutatum,Cistaceae,Malvales,EcM
Halimium_halimifolium,,-0.8786939327095946,2.2403200814738007,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Halimium,halimifolium,Cistaceae,Malvales,EcM
Halocarpus_biformis,,-0.446729908986019,2.394426509026899,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Halocarpus,biformis,Podocarpaceae,Pinales,AM
Halocarpus_kirkii,,-0.4363367717752515,2.6595837293320734,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Halocarpus,kirkii,Podocarpaceae,Pinales,AM
Handroanthus_guayacan,,-0.11118243854320953,2.3960405798500517,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Handroanthus,guayacan,Bignoniaceae,Lamiales,AM
Haplopappus_spinulosus,,-1.1510641486705337,4.751151876003154,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Haplopappus,spinulosus,Asteraceae,Asterales,AM
Hedeoma_hispida,,-1.5141277326297755,5.111987788356544,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Hedeoma,hispida,Lamiaceae,Lamiales,AM
Hedera_helix,,-0.6044039707255567,2.6615401246560184,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Hedera,helix,Araliaceae,Apiales,AM
Hedycarya_arborea,,-0.055935632330303305,2.606995283041733,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Hedycarya,arborea,Monimiaceae,Laurales,AM
Helianthemum_almeriense,,-0.528183741312198,0.925675274184316,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Helianthemum,almeriense,Cistaceae,Malvales,EcM
Helianthemum_apenninum,,-1.1464856597707636,4.275281848253369,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.', 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709']
Length: 2, dtype: str",Helianthemum,apenninum,Cistaceae,Malvales,EcM
Helianthemum_oelandicum,,-0.9465345285408215,3.8838190465245344,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Helianthemum,oelandicum,Cistaceae,Malvales,EcM
Helianthemum_syriacum,,-0.7452829349804738,1.3568929599401491,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Helianthemum,syriacum,Cistaceae,Malvales,EcM
Helianthus_agrestis,,-0.6488566675108559,5.413118182025214,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,agrestis,Asteraceae,Asterales,AM
Helianthus_angustifolius,,-0.5983864213564506,5.7826039240768505,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,angustifolius,Asteraceae,Asterales,AM
Helianthus_annuus,,-0.5339972407402029,5.49425414742403,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,annuus,Asteraceae,Asterales,AM
Helianthus_argophyllus,,-0.7637472571951524,5.63981268065158,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,argophyllus,Asteraceae,Asterales,AM
Helianthus_atrorubens,,-0.6416097839677622,5.60285655606624,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,atrorubens,Asteraceae,Asterales,AM
Helianthus_carnosus,,-0.4752483078936949,5.6008018408809885,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,carnosus,Asteraceae,Asterales,AM
Helianthus_cusickii,,-0.5165030599496425,5.1800404589569835,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,cusickii,Asteraceae,Asterales,AM
Helianthus_debilis,,-0.8116420645202245,5.774240938304763,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,debilis,Asteraceae,Asterales,AM
Helianthus_floridanus,,-0.4061756504836199,5.50577859046014,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,floridanus,Asteraceae,Asterales,AM
Helianthus_giganteus,,-0.7564867052255949,5.156696196880458,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 2, dtype: str",Helianthus,giganteus,Asteraceae,Asterales,AM
Helianthus_grosseserratus,,-0.6766220851749594,5.358588984889605,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,grosseserratus,Asteraceae,Asterales,AM
Helianthus_heterophyllus,,-0.45917382781447247,5.604109458172135,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,heterophyllus,Asteraceae,Asterales,AM
Helianthus_longifolius,,-0.7639208367031094,5.85574027569081,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,longifolius,Asteraceae,Asterales,AM
Helianthus_maximiliani,,-0.641252355128475,5.588259383400662,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,maximiliani,Asteraceae,Asterales,AM
Helianthus_mollis,,-0.790852825200569,5.658174741178069,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,mollis,Asteraceae,Asterales,AM
Helianthus_neglectus,,-0.9305335053418341,5.5967724511598815,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Helianthus,neglectus,Asteraceae,Asterales,AM
